County;Year;Population;Primary County Coordinates
Buena Vista;2000;20411;(42.735, -95.151)
Floyd;2000;16900;(43.06, -92.789)
Linn;2000;191702;(42.079, -91.599)
Marshall;2000;39311;(42.036, -92.999)
Humboldt;2000;10381;(42.776, -94.207)
Shelby;2000;13074;(41.685, -95.31)
Cherokee;2000;13032;(42.736, -95.624)
Osceola;2000;7003;(43.379, -95.624)
Scott;2000;158689;(41.637, -90.623)
Hamilton;2000;16435;(42.384, -93.707)
Mills;1999;14265;(41.033, -95.621)
Louisa;1999;12114;(41.219, -91.26)
Marshall;1999;39238;(42.036, -92.999)
Lucas;1999;9422;(41.029, -93.328)
Marion;1999;31601;(41.334, -93.099)
Lyon;1999;11863;(43.38, -96.21)
Allamakee;1999;14611;(43.284, -91.378)
Mahaska;1999;22266;(41.335, -92.641)
Madison;1999;13702;(41.331, -94.016)
Woodbury;1999;103653;(42.39, -96.045)
Winneshiek;1999;21251;(43.291, -91.844)
Winnebago;1999;11741;(43.378, -93.734)
Webster;1999;39652;(42.428, -94.182)
Audubon;1999;6893;(41.685, -94.906)
Benton;1999;24823;(42.08, -92.066)
Wayne;1999;6821;(40.739, -93.327)
Black Hawk;1999;127743;(42.47, -92.309)
Boone;1999;25930;(42.037, -93.932)
Washington;1999;20506;(41.336, -91.718)
Bremer;1999;23322;(42.775, -92.318)
Buchanan;1999;21088;(42.471, -91.838)
Warren;1999;39911;(41.334, -93.561)
Buena Vista;1999;20301;(42.735, -95.151)
Butler;1999;15406;(42.732, -92.79)
Wapello;1999;35948;(41.031, -92.409)
Calhoun;1999;11296;(42.385, -94.64)
Carroll;1999;21703;(42.036, -94.861)
Van Buren;1999;7774;(40.753, -91.95)
Cass;1999;14794;(41.331, -94.928)
Cedar;1999;18057;(41.772, -91.132)
Union;1999;12349;(41.028, -94.242)
Cerro Gordo;1999;46950;(43.082, -93.261)
Cherokee;1999;13204;(42.736, -95.624)
Adair;1999;8305;(41.331, -94.471)
Taylor;1999;7029;(40.737, -94.696)
Chickasaw;1999;13237;(43.06, -92.318)
Clarke;1999;8841;(41.029, -93.785)
Tama;1999;18070;(42.08, -92.533)
Clay;1999;17550;(43.083, -95.151)
Clayton;1999;18900;(42.845, -91.341)
Story;1999;78221;(42.036, -93.465)
Clinton;1999;50553;(41.898, -90.532)
Crawford;1999;16901;(42.037, -95.382)
Sioux;1999;31649;(43.083, -96.178)
Dallas;1999;38152;(41.685, -94.04)
Davis;1999;8484;(40.748, -92.41)
Shelby;1999;13256;(41.685, -95.31)
Decatur;1999;8538;(40.738, -93.786)
Delaware;1999;18487;(42.471, -91.367)
Scott;1999;157754;(41.637, -90.623)
Des Moines;1999;42621;(40.923, -91.181)
Dickinson;1999;16236;(43.378, -95.151)
Sac;1999;11852;(42.386, -95.105)
Dubuque;1999;88775;(42.469, -90.882)
Emmet;1999;11247;(43.378, -94.678)
Ringgold;1999;5441;(40.735, -94.244)
Fayette;1999;22179;(42.863, -91.844)
Floyd;1999;16987;(43.06, -92.789)
Poweshiek;1999;18814;(41.686, -92.531)
Franklin;1999;10875;(42.733, -93.262)
Fremont;1999;7993;(40.746, -95.605)
Pottawattamie;1999;86609;(41.337, -95.542)
Greene;1999;10442;(42.036, -94.397)
Grundy;1999;12277;(42.402, -92.791)
Guthrie;1999;11321;(41.684, -94.501)
Polk;1999;365086;(41.686, -93.574)
Hamilton;1999;16405;(42.384, -93.707)
Hancock;1999;12085;(43.082, -93.734)
Pocahontas;1999;8859;(42.734, -94.679)
Hardin;1999;18912;(42.384, -93.24)
Harrison;1999;15569;(41.683, -95.817)
Wright;1999;14506;(42.733, -93.735)
Plymouth;1999;24578;(42.738, -96.214)
Henry;1999;20285;(40.988, -91.545)
Appanoose;1999;13761;(40.743, -92.869)
Palo Alto;1999;10245;(43.082, -94.678)
Howard;1999;9999;(43.357, -92.317)
Page;1999;17330;(40.739, -95.15)
Humboldt;1999;10462;(42.776, -94.207)
Ida;1999;7928;(42.387, -95.513)
Osceola;1999;7087;(43.379, -95.624)
Iowa;1999;15463;(41.686, -92.066)
O'Brien;1999;15457;(43.084, -95.625)
Jackson;1999;20225;(42.172, -90.574)
Adams;1999;4493;(41.029, -94.699)
Muscatine;1999;41417;(41.484, -91.113)
Jasper;1999;36898;(41.686, -93.054)
Jefferson;1999;16553;(41.032, -91.949)
Montgomery;1999;11890;(41.03, -95.156)
Johnson;1999;107819;(41.672, -91.588)
Monroe;1999;8080;(41.03, -92.869)
Jones;1999;20369;(42.121, -91.131)
Keokuk;1999;11406;(41.336, -92.179)
Monona;1999;10047;(42.052, -95.96)
Kossuth;1999;17321;(43.204, -94.207)
Mitchell;1999;10863;(43.356, -92.789)
Lee;1999;38544;(40.642, -91.479)
Linn;1999;187210;(42.079, -91.599)
Worth;1999;7926;(43.377, -93.261)
Guthrie;1998;11321;(41.684, -94.501)
Wayne;1998;6910;(40.739, -93.327)
Sac;1998;11882;(42.386, -95.105)
Buena Vista;1998;20427;(42.735, -95.151)
Page;1998;17374;(40.739, -95.15)
Polk;1998;360985;(41.686, -93.574)
Marion;1998;31317;(41.334, -93.099)
Lucas;1998;9395;(41.029, -93.328)
Humboldt;1998;10473;(42.776, -94.207)
Benton;1998;24453;(42.08, -92.066)
Jefferson;1998;16628;(41.032, -91.949)
Marshall;1998;39242;(42.036, -92.999)
Emmet;1998;11303;(43.378, -94.678)
Audubon;1998;6916;(41.685, -94.906)
Buchanan;1998;21084;(42.471, -91.838)
Osceola;1998;7167;(43.379, -95.624)
Linn;1998;185450;(42.079, -91.599)
Webster;1998;39268;(42.428, -94.182)
Ida;1998;8024;(42.387, -95.513)
Hamilton;1998;16371;(42.384, -93.707)
Poweshiek;1998;18989;(41.686, -92.531)
Kossuth;1998;17552;(43.204, -94.207)
Iowa;1998;15423;(41.686, -92.066)
Winnebago;1998;11876;(43.378, -93.734)
Johnson;1998;106538;(41.672, -91.588)
O'Brien;1998;15498;(43.084, -95.625)
Jones;1998;20587;(42.121, -91.131)
Hancock;1998;12043;(43.082, -93.734)
Wright;1998;14560;(42.733, -93.735)
Cass;1998;14886;(41.331, -94.928)
Allamakee;1998;14487;(43.284, -91.378)
Pocahontas;1998;8864;(42.734, -94.679)
Cedar;1998;18102;(41.772, -91.132)
Franklin;1998;10921;(42.733, -93.262)
Van Buren;1998;7736;(40.753, -91.95)
Butler;1998;15501;(42.732, -92.79)
Union;1998;12345;(41.028, -94.242)
Worth;1998;7929;(43.377, -93.261)
Jackson;1998;20155;(42.172, -90.574)
Cerro Gordo;1998;47091;(43.082, -93.261)
Dickinson;1998;16076;(43.378, -95.151)
Louisa;1998;12050;(41.219, -91.26)
Cherokee;1998;13381;(42.736, -95.624)
Fremont;1998;7989;(40.746, -95.605)
Winneshiek;1998;21064;(43.291, -91.844)
Hardin;1998;18981;(42.384, -93.24)
Taylor;1998;7016;(40.737, -94.696)
Ringgold;1998;5447;(40.735, -94.244)
Muscatine;1998;41280;(41.484, -91.113)
Chickasaw;1998;13272;(43.06, -92.318)
Adair;1998;8310;(41.331, -94.471)
Appanoose;1998;13677;(40.743, -92.869)
Clarke;1998;8701;(41.029, -93.785)
Keokuk;1998;11444;(41.336, -92.179)
Warren;1998;39510;(41.334, -93.561)
Des Moines;1998;42620;(40.923, -91.181)
Tama;1998;17950;(42.08, -92.533)
Bremer;1998;23292;(42.775, -92.318)
Woodbury;1998;103728;(42.39, -96.045)
Clay;1998;17662;(43.083, -95.151)
Washington;1998;20512;(41.336, -91.718)
Mitchell;1998;10941;(43.356, -92.789)
Clayton;1998;18952;(42.845, -91.341)
Plymouth;1998;24691;(42.738, -96.214)
Pottawattamie;1998;85677;(41.337, -95.542)
Harrison;1998;15498;(41.683, -95.817)
Story;1998;77833;(42.036, -93.465)
Jasper;1998;36087;(41.686, -93.054)
Montgomery;1998;11889;(41.03, -95.156)
Clinton;1998;50635;(41.898, -90.532)
Monroe;1998;8132;(41.03, -92.869)
Greene;1998;10402;(42.036, -94.397)
Crawford;1998;16864;(42.037, -95.382)
Lyon;1998;11811;(43.38, -96.21)
Carroll;1998;21705;(42.036, -94.861)
Henry;1998;20033;(40.988, -91.545)
Sioux;1998;31473;(43.083, -96.178)
Fayette;1998;22261;(42.863, -91.844)
Madison;1998;13585;(41.331, -94.016)
Dallas;1998;36862;(41.685, -94.04)
Dubuque;1998;88996;(42.469, -90.882)
Palo Alto;1998;10254;(43.082, -94.678)
Davis;1998;8496;(40.748, -92.41)
Monona;1998;10121;(42.052, -95.96)
Mills;1998;14145;(41.033, -95.621)
Boone;1998;26023;(42.037, -93.932)
Shelby;1998;13353;(41.685, -95.31)
Mahaska;1998;22126;(41.335, -92.641)
Grundy;1998;12335;(42.402, -92.791)
Decatur;1998;8416;(40.738, -93.786)
Lee;1998;38720;(40.642, -91.479)
Adams;1998;4503;(41.029, -94.699)
Delaware;1998;18380;(42.471, -91.367)
Floyd;1998;17059;(43.06, -92.789)
Calhoun;1998;11377;(42.385, -94.64)
Howard;1998;9966;(43.357, -92.317)
Scott;1998;157228;(41.637, -90.623)
Black Hawk;1998;127275;(42.47, -92.309)
Wapello;1998;35980;(41.031, -92.409)
O'Brien;1997;15456;(43.084, -95.625)
Des Moines;1997;42825;(40.923, -91.181)
Wapello;1997;36052;(41.031, -92.409)
Sac;1997;11968;(42.386, -95.105)
Butler;1997;15531;(42.732, -92.79)
Mills;1997;13819;(41.033, -95.621)
Dickinson;1997;15783;(43.378, -95.151)
Dubuque;1997;89097;(42.469, -90.882)
Ringgold;1997;5418;(40.735, -94.244)
Jefferson;1997;16517;(41.032, -91.949)
Emmet;1997;11338;(43.378, -94.678)
Adams;1997;4534;(41.029, -94.699)
Fayette;1997;22275;(42.863, -91.844)
Buena Vista;1997;20506;(42.735, -95.151)
Floyd;1997;17028;(43.06, -92.789)
Poweshiek;1997;19004;(41.686, -92.531)
Franklin;1997;11030;(42.733, -93.262)
Allamakee;1997;14468;(43.284, -91.378)
Fremont;1997;8077;(40.746, -95.605)
Pottawattamie;1997;84992;(41.337, -95.542)
Monroe;1997;8129;(41.03, -92.869)
Greene;1997;10333;(42.036, -94.397)
Louisa;1997;12087;(41.219, -91.26)
Warren;1997;39180;(41.334, -93.561)
Grundy;1997;12317;(42.402, -92.791)
Johnson;1997;105355;(41.672, -91.588)
Buchanan;1997;21126;(42.471, -91.838)
Polk;1997;357986;(41.686, -93.574)
Guthrie;1997;11268;(41.684, -94.501)
Lee;1997;38781;(40.642, -91.479)
Wright;1997;14662;(42.733, -93.735)
Hamilton;1997;16356;(42.384, -93.707)
Pocahontas;1997;8970;(42.734, -94.679)
Jones;1997;20522;(42.121, -91.131)
Hancock;1997;12158;(43.082, -93.734)
Appanoose;1997;13752;(40.743, -92.869)
Bremer;1997;23301;(42.775, -92.318)
Hardin;1997;19062;(42.384, -93.24)
Keokuk;1997;11486;(41.336, -92.179)
Plymouth;1997;24739;(42.738, -96.214)
Worth;1997;8001;(43.377, -93.261)
Harrison;1997;15400;(41.683, -95.817)
Adair;1997;8363;(41.331, -94.471)
Washington;1997;20349;(41.336, -91.718)
Monona;1997;10069;(42.052, -95.96)
Boone;1997;25742;(42.037, -93.932)
Palo Alto;1997;10261;(43.082, -94.678)
Henry;1997;20025;(40.988, -91.545)
Black Hawk;1997;127392;(42.47, -92.309)
Marion;1997;31280;(41.334, -93.099)
Howard;1997;9980;(43.357, -92.317)
Wayne;1997;6936;(40.739, -93.327)
Page;1997;17344;(40.739, -95.15)
Lucas;1997;9277;(41.029, -93.328)
Benton;1997;24249;(42.08, -92.066)
Humboldt;1997;10475;(42.776, -94.207)
Audubon;1997;6920;(41.685, -94.906)
Osceola;1997;7156;(43.379, -95.624)
Ida;1997;8092;(42.387, -95.513)
Webster;1997;39461;(42.428, -94.182)
Linn;1997;183167;(42.079, -91.599)
Kossuth;1997;17645;(43.204, -94.207)
Iowa;1997;15332;(41.686, -92.066)
Winnebago;1997;11829;(43.378, -93.734)
Cass;1997;15005;(41.331, -94.928)
Marshall;1997;39103;(42.036, -92.999)
Cedar;1997;17860;(41.772, -91.132)
Union;1997;12459;(41.028, -94.242)
Cerro Gordo;1997;47080;(43.082, -93.261)
Jackson;1997;20199;(42.172, -90.574)
Cherokee;1997;13450;(42.736, -95.624)
Taylor;1997;7069;(40.737, -94.696)
Muscatine;1997;41274;(41.484, -91.113)
Chickasaw;1997;13270;(43.06, -92.318)
Mitchell;1997;10957;(43.356, -92.789)
Clarke;1997;8663;(41.029, -93.785)
Van Buren;1997;7669;(40.753, -91.95)
Tama;1997;17885;(42.08, -92.533)
Winneshiek;1997;21128;(43.291, -91.844)
Clay;1997;17601;(43.083, -95.151)
Clayton;1997;18930;(42.845, -91.341)
Carroll;1997;21651;(42.036, -94.861)
Story;1997;76937;(42.036, -93.465)
Woodbury;1997;103994;(42.39, -96.045)
Clinton;1997;50793;(41.898, -90.532)
Jasper;1997;35715;(41.686, -93.054)
Crawford;1997;16775;(42.037, -95.382)
Sioux;1997;31196;(43.083, -96.178)
Madison;1997;13480;(41.331, -94.016)
Dallas;1997;35380;(41.685, -94.04)
Montgomery;1997;11917;(41.03, -95.156)
Davis;1997;8428;(40.748, -92.41)
Calhoun;1997;11426;(42.385, -94.64)
Shelby;1997;13311;(41.685, -95.31)
Mahaska;1997;22031;(41.335, -92.641)
Decatur;1997;8459;(40.738, -93.786)
Delaware;1997;18324;(42.471, -91.367)
Scott;1997;156751;(41.637, -90.623)
Lyon;1997;11797;(43.38, -96.21)
Delaware;1996;18347;(42.471, -91.367)
Wright;1996;14674;(42.733, -93.735)
Worth;1996;7952;(43.377, -93.261)
Woodbury;1996;103346;(42.39, -96.045)
Winneshiek;1996;21114;(43.291, -91.844)
Winnebago;1996;11804;(43.378, -93.734)
Webster;1996;39698;(42.428, -94.182)
Wayne;1996;6939;(40.739, -93.327)
Washington;1996;20245;(41.336, -91.718)
Warren;1996;38645;(41.334, -93.561)
Wapello;1996;35990;(41.031, -92.409)
Van Buren;1996;7701;(40.753, -91.95)
Union;1996;12325;(41.028, -94.242)
Taylor;1996;7069;(40.737, -94.696)
Tama;1996;17951;(42.08, -92.533)
Story;1996;76265;(42.036, -93.465)
Sioux;1996;31347;(43.083, -96.178)
Shelby;1996;13232;(41.685, -95.31)
Scott;1996;156271;(41.637, -90.623)
Sac;1996;12003;(42.386, -95.105)
Ringgold;1996;5382;(40.735, -94.244)
Poweshiek;1996;18925;(41.686, -92.531)
Pottawattamie;1996;83973;(41.337, -95.542)
Polk;1996;354096;(41.686, -93.574)
Appanoose;1996;13723;(40.743, -92.869)
Pocahontas;1996;9133;(42.734, -94.679)
Plymouth;1996;24339;(42.738, -96.214)
Palo Alto;1996;10260;(43.082, -94.678)
Page;1996;16729;(40.739, -95.15)
Osceola;1996;7138;(43.379, -95.624)
O'Brien;1996;15647;(43.084, -95.625)
Muscatine;1996;41440;(41.484, -91.113)
Montgomery;1996;11947;(41.03, -95.156)
Monroe;1996;8203;(41.03, -92.869)
Monona;1996;10059;(42.052, -95.96)
Mitchell;1996;10971;(43.356, -92.789)
Mills;1996;13663;(41.033, -95.621)
Marshall;1996;39051;(42.036, -92.999)
Marion;1996;31143;(41.334, -93.099)
Allamakee;1996;14484;(43.284, -91.378)
Mahaska;1996;22055;(41.335, -92.641)
Madison;1996;13340;(41.331, -94.016)
Lyon;1996;11724;(43.38, -96.21)
Lucas;1996;9234;(41.029, -93.328)
Louisa;1996;11939;(41.219, -91.26)
Linn;1996;181874;(42.079, -91.599)
Lee;1996;39107;(40.642, -91.479)
Kossuth;1996;17836;(43.204, -94.207)
Keokuk;1996;11597;(41.336, -92.179)
Jones;1996;20521;(42.121, -91.131)
Adams;1996;4578;(41.029, -94.699)
Johnson;1996;104488;(41.672, -91.588)
Jefferson;1996;16468;(41.032, -91.949)
Jasper;1996;35406;(41.686, -93.054)
Jackson;1996;20196;(42.172, -90.574)
Iowa;1996;15136;(41.686, -92.066)
Ida;1996;8206;(42.387, -95.513)
Humboldt;1996;10457;(42.776, -94.207)
Howard;1996;9944;(43.357, -92.317)
Henry;1996;20001;(40.988, -91.545)
Adair;1996;8366;(41.331, -94.471)
Harrison;1996;15231;(41.683, -95.817)
Hardin;1996;19103;(42.384, -93.24)
Hancock;1996;12148;(43.082, -93.734)
Hamilton;1996;16468;(42.384, -93.707)
Guthrie;1996;11241;(41.684, -94.501)
Grundy;1996;12244;(42.402, -92.791)
Greene;1996;10226;(42.036, -94.397)
Fremont;1996;8172;(40.746, -95.605)
Franklin;1996;11016;(42.733, -93.262)
Floyd;1996;17001;(43.06, -92.789)
Fayette;1996;22211;(42.863, -91.844)
Emmet;1996;11403;(43.378, -94.678)
Dubuque;1996;88938;(42.469, -90.882)
Dickinson;1996;15601;(43.378, -95.151)
Des Moines;1996;42936;(40.923, -91.181)
Decatur;1996;8468;(40.738, -93.786)
Davis;1996;8512;(40.748, -92.41)
Dallas;1996;34050;(41.685, -94.04)
Crawford;1996;16761;(42.037, -95.382)
Clinton;1996;51270;(41.898, -90.532)
Clayton;1996;18871;(42.845, -91.341)
Clay;1996;17577;(43.083, -95.151)
Clarke;1996;8486;(41.029, -93.785)
Chickasaw;1996;13297;(43.06, -92.318)
Cherokee;1996;13635;(42.736, -95.624)
Cerro Gordo;1996;47196;(43.082, -93.261)
Cedar;1996;17742;(41.772, -91.132)
Cass;1996;15043;(41.331, -94.928)
Carroll;1996;21651;(42.036, -94.861)
Calhoun;1996;11473;(42.385, -94.64)
Butler;1996;15573;(42.732, -92.79)
Buena Vista;1996;20500;(42.735, -95.151)
Buchanan;1996;21141;(42.471, -91.838)
Bremer;1996;23183;(42.775, -92.318)
Boone;1996;25456;(42.037, -93.932)
Black Hawk;1996;126936;(42.47, -92.309)
Benton;1996;23962;(42.08, -92.066)
Audubon;1996;6954;(41.685, -94.906)
Allamakee;1995;14248;(43.284, -91.378)
Carroll;1995;21525;(42.036, -94.861)
Kossuth;1995;17950;(43.204, -94.207)
Marion;1995;30805;(41.334, -93.099)
Franklin;1995;11045;(42.733, -93.262)
Iowa;1995;14927;(41.686, -92.066)
Winnebago;1995;11794;(43.378, -93.734)
Audubon;1995;6992;(41.685, -94.906)
Mahaska;1995;21908;(41.335, -92.641)
O'Brien;1995;15646;(43.084, -95.625)
Clayton;1995;18886;(42.845, -91.341)
Washington;1995;20039;(41.336, -91.718)
Clinton;1995;51320;(41.898, -90.532)
Wayne;1995;6974;(40.739, -93.327)
Boone;1995;25161;(42.037, -93.932)
Scott;1995;155740;(41.637, -90.623)
Taylor;1995;7048;(40.737, -94.696)
Ida;1995;8333;(42.387, -95.513)
Cherokee;1995;13882;(42.736, -95.624)
Jones;1995;20095;(42.121, -91.131)
Guthrie;1995;11139;(41.684, -94.501)
Des Moines;1995;43112;(40.923, -91.181)
Winneshiek;1995;21129;(43.291, -91.844)
Union;1995;12352;(41.028, -94.242)
Osceola;1995;7217;(43.379, -95.624)
Bremer;1995;23098;(42.775, -92.318)
Floyd;1995;17062;(43.06, -92.789)
Lee;1995;38965;(40.642, -91.479)
Adams;1995;4616;(41.029, -94.699)
Davis;1995;8452;(40.748, -92.41)
Woodbury;1995;102383;(42.39, -96.045)
Humboldt;1995;10492;(42.776, -94.207)
Clay;1995;17696;(43.083, -95.151)
Poweshiek;1995;18999;(41.686, -92.531)
Shelby;1995;13278;(41.685, -95.31)
Jefferson;1995;16563;(41.032, -91.949)
Greene;1995;10255;(42.036, -94.397)
Sac;1995;12090;(42.386, -95.105)
Johnson;1995;103045;(41.672, -91.588)
Warren;1995;38198;(41.334, -93.561)
Mills;1995;13446;(41.033, -95.621)
Dickinson;1995;15414;(43.378, -95.151)
Worth;1995;7924;(43.377, -93.261)
Appanoose;1995;13726;(40.743, -92.869)
Howard;1995;9944;(43.357, -92.317)
Wright;1995;14470;(42.733, -93.735)
Page;1995;16784;(40.739, -95.15)
Fayette;1995;22129;(42.863, -91.844)
Polk;1995;349349;(41.686, -93.574)
Madison;1995;12949;(41.331, -94.016)
Buchanan;1995;21230;(42.471, -91.838)
Cedar;1995;17566;(41.772, -91.132)
Story;1995;75899;(42.036, -93.465)
Chickasaw;1995;13287;(43.06, -92.318)
Linn;1995;179064;(42.079, -91.599)
Henry;1995;19841;(40.988, -91.545)
Dallas;1995;33036;(41.685, -94.04)
Buena Vista;1995;20497;(42.735, -95.151)
Cass;1995;15168;(41.331, -94.928)
Palo Alto;1995;10511;(43.082, -94.678)
Adair;1995;8380;(41.331, -94.471)
Lyon;1995;11811;(43.38, -96.21)
Monroe;1995;8184;(41.03, -92.869)
Jackson;1995;20262;(42.172, -90.574)
Sioux;1995;31352;(43.083, -96.178)
Jasper;1995;35342;(41.686, -93.054)
Emmet;1995;11501;(43.378, -94.678)
Crawford;1995;16715;(42.037, -95.382)
Hamilton;1995;16233;(42.384, -93.707)
Harrison;1995;14993;(41.683, -95.817)
Keokuk;1995;11490;(41.336, -92.179)
Wapello;1995;36265;(41.031, -92.409)
Butler;1995;15578;(42.732, -92.79)
Fremont;1995;8259;(40.746, -95.605)
Plymouth;1995;24256;(42.738, -96.214)
Ringgold;1995;5378;(40.735, -94.244)
Calhoun;1995;11630;(42.385, -94.64)
Marshall;1995;38526;(42.036, -92.999)
Cerro Gordo;1995;46945;(43.082, -93.261)
Pottawattamie;1995;83540;(41.337, -95.542)
Tama;1995;17906;(42.08, -92.533)
Hardin;1995;18941;(42.384, -93.24)
Muscatine;1995;41246;(41.484, -91.113)
Lucas;1995;9184;(41.029, -93.328)
Louisa;1995;11850;(41.219, -91.26)
Mitchell;1995;10974;(43.356, -92.789)
Dubuque;1995;88654;(42.469, -90.882)
Decatur;1995;8290;(40.738, -93.786)
Delaware;1995;18322;(42.471, -91.367)
Benton;1995;23552;(42.08, -92.066)
Black Hawk;1995;127150;(42.47, -92.309)
Hancock;1995;12073;(43.082, -93.734)
Webster;1995;39780;(42.428, -94.182)
Clarke;1995;8429;(41.029, -93.785)
Pocahontas;1995;9140;(42.734, -94.679)
Grundy;1995;12152;(42.402, -92.791)
Van Buren;1995;7686;(40.753, -91.95)
Montgomery;1995;11992;(41.03, -95.156)
Monona;1995;10092;(42.052, -95.96)
Black Hawk;1994;126976;(42.47, -92.309)
Hamilton;1994;16188;(42.384, -93.707)
Webster;1994;40137;(42.428, -94.182)
Monona;1994;10070;(42.052, -95.96)
Carroll;1994;21634;(42.036, -94.861)
Linn;1994;176786;(42.079, -91.599)
Guthrie;1994;11123;(41.684, -94.501)
Worth;1994;8031;(43.377, -93.261)
Polk;1994;345143;(41.686, -93.574)
Cass;1994;15090;(41.331, -94.928)
Grundy;1994;12071;(42.402, -92.791)
Mahaska;1994;21798;(41.335, -92.641)
Union;1994;12482;(41.028, -94.242)
Scott;1994;155375;(41.637, -90.623)
Greene;1994;10280;(42.036, -94.397)
Appanoose;1994;13903;(40.743, -92.869)
Cedar;1994;17551;(41.772, -91.132)
Jasper;1994;35136;(41.686, -93.054)
Fremont;1994;8217;(40.746, -95.605)
Pottawattamie;1994;83643;(41.337, -95.542)
Lyon;1994;11890;(43.38, -96.21)
Cerro Gordo;1994;46904;(43.082, -93.261)
Dickinson;1994;15389;(43.378, -95.151)
Montgomery;1994;12053;(41.03, -95.156)
Franklin;1994;11252;(42.733, -93.262)
Jones;1994;19939;(42.121, -91.131)
Taylor;1994;7024;(40.737, -94.696)
Lee;1994;38901;(40.642, -91.479)
Floyd;1994;17060;(43.06, -92.789)
Winnebago;1994;11757;(43.378, -93.734)
Clayton;1994;18909;(42.845, -91.341)
Poweshiek;1994;18884;(41.686, -92.531)
Cherokee;1994;13912;(42.736, -95.624)
Madison;1994;12808;(41.331, -94.016)
Fayette;1994;22089;(42.863, -91.844)
Decatur;1994;8163;(40.738, -93.786)
Allamakee;1994;14231;(43.284, -91.378)
Chickasaw;1994;13238;(43.06, -92.318)
Jackson;1994;20165;(42.172, -90.574)
Louisa;1994;11822;(41.219, -91.26)
Emmet;1994;11568;(43.378, -94.678)
Mills;1994;13275;(41.033, -95.621)
Audubon;1994;7038;(41.685, -94.906)
Ringgold;1994;5405;(40.735, -94.244)
Tama;1994;17728;(42.08, -92.533)
Muscatine;1994;41192;(41.484, -91.113)
Dubuque;1994;88261;(42.469, -90.882)
Kossuth;1994;17983;(43.204, -94.207)
Clarke;1994;8549;(41.029, -93.785)
Marion;1994;30515;(41.334, -93.099)
Jefferson;1994;16559;(41.032, -91.949)
Winneshiek;1994;21113;(43.291, -91.844)
Iowa;1994;14857;(41.686, -92.066)
Woodbury;1994;101640;(42.39, -96.045)
Washington;1994;20098;(41.336, -91.718)
O'Brien;1994;15635;(43.084, -95.625)
Clinton;1994;51489;(41.898, -90.532)
Ida;1994;8321;(42.387, -95.513)
Boone;1994;25133;(42.037, -93.932)
Des Moines;1994;43104;(40.923, -91.181)
Mitchell;1994;10947;(43.356, -92.789)
Wright;1994;14348;(42.733, -93.735)
Bremer;1994;23157;(42.775, -92.318)
Davis;1994;8398;(40.748, -92.41)
Humboldt;1994;10517;(42.776, -94.207)
Osceola;1994;7239;(43.379, -95.624)
Marshall;1994;38094;(42.036, -92.999)
Shelby;1994;13295;(41.685, -95.31)
Warren;1994;37769;(41.334, -93.561)
Sac;1994;12036;(42.386, -95.105)
Howard;1994;10008;(43.357, -92.317)
Adair;1994;8483;(41.331, -94.471)
Page;1994;16652;(40.739, -95.15)
Sioux;1994;30965;(43.083, -96.178)
Story;1994;76008;(42.036, -93.465)
Buchanan;1994;21091;(42.471, -91.838)
Dallas;1994;32262;(41.685, -94.04)
Henry;1994;19634;(40.988, -91.545)
Buena Vista;1994;20578;(42.735, -95.151)
Palo Alto;1994;10506;(43.082, -94.678)
Monroe;1994;8175;(41.03, -92.869)
Wapello;1994;36272;(41.031, -92.409)
Keokuk;1994;11600;(41.336, -92.179)
Harrison;1994;14895;(41.683, -95.817)
Butler;1994;15578;(42.732, -92.79)
Crawford;1994;16683;(42.037, -95.382)
Plymouth;1994;23944;(42.738, -96.214)
Johnson;1994;100939;(41.672, -91.588)
Hardin;1994;18822;(42.384, -93.24)
Adams;1994;4634;(41.029, -94.699)
Wayne;1994;7043;(40.739, -93.327)
Calhoun;1994;11478;(42.385, -94.64)
Clay;1994;17700;(43.083, -95.151)
Lucas;1994;9181;(41.029, -93.328)
Benton;1994;23223;(42.08, -92.066)
Hancock;1994;12170;(43.082, -93.734)
Van Buren;1994;7725;(40.753, -91.95)
Pocahontas;1994;9167;(42.734, -94.679)
Delaware;1994;18269;(42.471, -91.367)
Clarke;1993;8496;(41.029, -93.785)
Dickinson;1993;15245;(43.378, -95.151)
Clay;1993;17766;(43.083, -95.151)
Lee;1993;39070;(40.642, -91.479)
Des Moines;1993;43014;(40.923, -91.181)
Sac;1993;12152;(42.386, -95.105)
Johnson;1993;99364;(41.672, -91.588)
Story;1993;75130;(42.036, -93.465)
Delaware;1993;18271;(42.471, -91.367)
Scott;1993;154912;(41.637, -90.623)
Decatur;1993;8219;(40.738, -93.786)
Clayton;1993;18813;(42.845, -91.341)
Clinton;1993;51405;(41.898, -90.532)
Benton;1993;22712;(42.08, -92.066)
Davis;1993;8326;(40.748, -92.41)
Winneshiek;1993;21051;(43.291, -91.844)
Shelby;1993;13318;(41.685, -95.31)
Sioux;1993;30450;(43.083, -96.178)
Allamakee;1993;14123;(43.284, -91.378)
Dallas;1993;31360;(41.685, -94.04)
Crawford;1993;16791;(42.037, -95.382)
Monroe;1993;8209;(41.03, -92.869)
Jefferson;1993;16364;(41.032, -91.949)
Lucas;1993;9132;(41.029, -93.328)
Mahaska;1993;21613;(41.335, -92.641)
Linn;1993;174288;(42.079, -91.599)
Jasper;1993;34925;(41.686, -93.054)
Audubon;1993;7141;(41.685, -94.906)
