,Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
2221,S03859100006,02/01/2012,4303,Mepo Foods,111 N WAPELLO,MEDIAPOLIS,52637,"111 N WAPELLO
MEDIAPOLIS 52637
(41.008749, -91.170033)",29.0,Des Moines,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19063,Jim Beam,48,200,$2.85,$4.28,5,$21.40,1.0,0.26
2222,S15143300016,10/15/2013,4176,Todds On The Go,235 EDGEWOOD RD NE,CEDAR RAPIDS,52405,"235 EDGEWOOD RD NE
CEDAR RAPIDS 52405
",57.0,Linn,1042100.0,IMPORTED DRY GINS,260,Diageo Americas,28866,Tanqueray Gin,12,750,$12.00,$17.99,12,$215.88,9.0,2.38
2223,S29115700029,11/17/2015,4254,Fareway Stores #849 / Emmetsburg,2008  12TH ST,EMMETSBURG,50536,"2008 12TH ST
EMMETSBURG 50536
(43.109244, -94.677307)",74.0,Palo Alto,1022100.0,TEQUILA,410,The Patron Spirits Company,88296,Patron Tequila Silver,12,750,$27.00,$40.50,2,$81.00,1.5,0.4
2224,S20031900017,07/10/2014,4385,Kum & Go #43 / New Virginia,1453 CO HWY G76,NEW VIRGINIA,50210,"1453 CO HWY G76
NEW VIRGINIA 50210
",91.0,Warren,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11774,Black Velvet,24,375,$3.07,$4.60,5,$23.00,1.88,0.5
2225,S17609300063,02/26/2014,2290,Al's Liquors Unlimited,215 WEST MILWAUKEE,STORM LAKE,50588,"215 WEST MILWAUKEE
STORM LAKE 50588
(42.647492, -95.202605)",11.0,Buena Vista,1081390.0,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69611,Dr. Mcgillicuddy's Apple Pie Schnapps,12,750,$8.32,$12.48,4,$49.92,3.0,0.79
2226,S22676800113,12/02/2014,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,"802 SOUTH CENTER
MARSHALLTOWN 50158
(42.034788, -92.899809)",64.0,Marshall,1062300.0,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43198,Bacardi Torched Cherry,12,1000,$10.24,$15.36,3,$46.08,3.0,0.79
2227,S20167600022,07/17/2014,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,"724 1ST ST E
MT VERNON 52314
(41.91776, -91.410151)",57.0,Linn,1011300.0,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26828,Jack Daniels Old #7 Black Lbl,6,1750,$28.69,$43.04,6,$258.24,10.5,2.77
2228,S29020700022,11/12/2015,5127,Price Chopper  /  Ingersoll,3425 INGERSOLL AVE,DES MOINES,50312,"3425 INGERSOLL AVE
DES MOINES 50312
(41.586313, -93.663337)",77.0,Polk,1031200.0,VODKA FLAVORED,205,E AND J GALLO WINERY,40594,New Amsterdam Peach,12,750,$6.90,$10.35,12,$124.20,9.0,2.38
2229,S08890500034,11/12/2012,3932,Main Street Spirits / Mapleton,311 MAIN ST,MAPLETON,51034,"311 MAIN ST
MAPLETON 51034
(42.165915, -95.79375)",67.0,Monona,1012100.0,CANADIAN WHISKIES,65,Jim Beam Brands,10627,Canadian Club Whisky,12,1000,$9.71,$14.56,3,$43.68,3.0,0.79
2230,S22070400166,10/29/2014,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.022848, -93.619455)",85.0,Story,1051110.0,BLACKBERRY BRANDIES,434,Luxco-St Louis,55084,Paramount Blackberry Brandy,24,375,$3.55,$5.33,8,$42.64,3.0,0.79
2231,S23438000017,01/12/2015,3917,Smokin' Joe's #2 Tobacco and Liquor,1606 W LOCUST ST,DAVENPORT,52804,"1606 W LOCUST ST
DAVENPORT 52804
(41.538254, -90.599037)",82.0,Scott,1031080.0,VODKA 80 PROOF,260,Diageo Americas,38006,Smirnoff Vodka Traveller,12,750,$8.25,$12.38,12,$148.56,9.0,2.38
2232,S17859000005,03/12/2014,4841,Cozy Mart,2920 W LOCUST ST,DAVENPORT,52804,"2920 W LOCUST ST
DAVENPORT 52804
(41.538161, -90.619947)",82.0,Scott,1032080.0,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34359,Grey Goose Vodka,12,200,$4.86,$7.29,12,$87.48,2.4,0.63
2233,S10057400019,01/15/2013,3622,Wal-Mart 1415 / Spirit Lake,2600 HWY 71,SPIRIT LAKE,51360,"2600 HWY 71
SPIRIT LAKE 51360
(43.400251, -95.12868)",30.0,Dickinson,1062310.0,SPICED RUM,260,Diageo Americas,43338,Captain Morgan Spiced Rum,6,1750,$17.50,$26.24,12,$314.88,21.0,5.55
2234,S12338900110,05/21/2013,2625,Hy-Vee Wine and Spirits #2,3301 W KIMBERLY RD,DAVENPORT,52804,"3301 W KIMBERLY RD
DAVENPORT 52804
",82.0,Scott,1071100.0,AMERICAN COCKTAILS,421,"Sazerac Co., Inc.",59037,Desert Island Long Island Ice Tea Cocktail,12,1000,$4.35,$6.53,6,$39.18,6.0,1.59
2235,S18756600037,05/05/2014,4619,Smokin' Joe's #3 Tobacco and Liquor,1737 AVE H,FORT MADISON,52627,"1737 AVE H
FORT MADISON 52627
(40.63021, -91.329824)",56.0,Lee,1031080.0,VODKA 80 PROOF,260,Diageo Americas,37994,Smirnoff Vodka 80 Prf,24,375,$4.75,$7.13,5,$35.65,1.88,0.5
2236,S27571500022,08/27/2015,2671,Hy-Vee  /  Jefferson,"106, W WASHINGTON ST",JEFFERSON,50129,"106, W WASHINGTON ST
JEFFERSON 50129
(42.017269, -94.374804)",37.0,Greene,1051010.0,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52596,E & J Vs,12,750,$5.92,$8.88,12,$106.56,9.0,2.38
2237,S27668100011,09/02/2015,2667,Hy-Vee Mainstreet,2611 PIERCE ST,SIOUX CITY,51104,"2611 PIERCE ST
SIOUX CITY 51104
(42.517653, -96.40514)",97.0,Woodbury,1041100.0,AMERICAN DRY GINS,434,Luxco-St Louis,31658,Paramount Gin,6,1750,$7.11,$10.67,6,$64.02,10.5,2.77
2238,S07848400051,09/20/2012,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,"1720 WATERFRONT DR
IOWA CITY 52240
(41.64277, -91.530467)",52.0,Johnson,1031080.0,VODKA 80 PROOF,421,"Sazerac Co., Inc.",38088,Platinum 7x Vodka,6,1750,$9.43,$14.15,6,$84.90,10.5,2.77
2239,S18601100031,04/24/2014,2545,Hy-Vee Drugstore / Iowa City,310 N 1ST ST,IOWA CITY,52245,"310 N 1ST ST
IOWA CITY 52245
(41.665693, -91.502069)",52.0,Johnson,1081600.0,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86881,Southern Comfort Mini,12,500,$4.71,$7.07,2,$14.14,1.0,0.26
2240,S09653500041,12/21/2012,3583,Mac's Liquor And Videos,220 EAST JEFFERSON,CORYDON,50060,"220 EAST JEFFERSON
CORYDON 50060
(40.75718, -93.317443)",93.0,Wayne,1051110.0,BLACKBERRY BRANDIES,434,Luxco-St Louis,55087,Paramount Blackberry Brandy,12,1000,$6.52,$9.79,2,$19.58,2.0,0.53
2241,S10451500099,02/06/2013,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,"410 NORTH ANKENY BLVD
ANKENY 50021
",77.0,Polk,1012210.0,SINGLE MALT SCOTCH,240,"WILLIAM GRANT AND SONS, INC.",5006,Glenfiddich 12yr Special Reserve,12,750,$22.40,$33.59,4,$134.36,3.0,0.79
2242,S20307200044,07/28/2014,3628,Wal-Mart 1528 / Cedar Rapids,2645 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,"2645 BLAIRS FERRY RD NE
CEDAR RAPIDS 52402
(42.034748, -91.680734)",57.0,Linn,1031080.0,VODKA 80 PROOF,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,$7.17,$10.76,36,$387.36,63.0,16.64
2243,S03935100018,02/07/2012,4380,Kum & Go #254 / West Branch,620 S DOWNEY ST,WEST BRANCH,52358,"620 S DOWNEY ST
WEST BRANCH 52358
(41.668271, -91.346676)",16.0,Cedar,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11774,Black Velvet,24,375,$3.07,$4.60,6,$27.60,2.25,0.59
2244,S20844900004,08/26/2014,4924,Abby Lea's,"2757, CHARLES CITY RD",NASHUA,50658,"2757, CHARLES CITY RD
NASHUA 50658
(42.959546, -92.548261)",19.0,Chickasaw,1071100.0,AMERICAN COCKTAILS,330,Gemini Spirits,62400,Margaritaville Classic Lime Margarita,6,1750,$6.02,$9.53,6,$57.18,10.5,2.77
2245,S24435600019,03/10/2015,2556,Hy-Vee Wine and Spirits / Esthervill,2608 E. CENTRAL AVENUE,ESTHERVILLE,51334,"2608 E. CENTRAL AVENUE
ESTHERVILLE 51334
",32.0,Emmet,1011200.0,STRAIGHT BOURBON WHISKIES,421,"Sazerac Co., Inc.",16517,Ancient Age Bourbon,12,1000,$7.50,$11.25,1,$11.25,1.0,0.26
2246,S12291700020,05/21/2013,4566,Kum & Go #508 / Cedar Rapids,30 FOUR OAKS DR SW,CEDAR RAPIDS,52404,"30 FOUR OAKS DR SW
CEDAR RAPIDS 52404
",57.0,Linn,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19064,Jim Beam,24,375,$4.75,$7.13,4,$28.52,1.5,0.4
2247,S16441300003,12/23/2013,3749,Wal-Mart 1526 / Storm Lake,1831 LAKE AVE NW,STORM LAKE,50588,"1831 LAKE AVE NW
STORM LAKE 50588
(42.661398, -95.200717)",11.0,Buena Vista,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,$9.70,$14.92,30,$447.60,52.5,13.87
2248,S13797400004,08/08/2013,4481,THE LIQUOR HOUSE,425 GILBERT ST,IOWA CITY,52240,"425 GILBERT ST
IOWA CITY 52240
(41.656297, -91.530221)",52.0,Johnson,1031080.0,VODKA 80 PROOF,380,Phillips Beverage Company,37336,Uv Vodka,12,750,$6.25,$9.49,12,$113.88,9.0,2.38
2249,S05875800013,06/05/2012,3886,Wal-Mart 0646 / Anamosa,101  115 ST,ANAMOSA,52205,"101 115 ST
ANAMOSA 52205
(42.101677, -91.264965)",53.0,Jones,1071100.0,AMERICAN COCKTAILS,260,Diageo Americas,63755,Tgi Fridays Mudslide,6,1750,$7.94,$11.91,6,$71.46,10.5,2.77
2250,S26321100067,06/22/2015,4152,Food Land Super Markets / Missouri V,407 W HURON,MISSOURI VALLEY,51555,"407 W HURON
MISSOURI VALLEY 51555
(41.557404, -95.899334)",43.0,Harrison,1062310.0,SPICED RUM,434,Luxco-St Louis,44657,Lady Bligh Spiced Rum,12,1000,$7.25,$10.88,2,$21.76,2.0,0.53
2251,S06348100028,07/03/2012,4411,KUM & GO #95 / DE SOTO,1203 GUTHRIE ST,DE SOTO,50069,"1203 GUTHRIE ST
DE SOTO 50069
(41.538177, -94.012641)",25.0,Dallas,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11771,Black Velvet Mini,10,600,$4.96,$7.44,1,$7.44,0.6,0.16
2252,S27075800025,08/03/2015,3494,Sam's Club 6514 / Waterloo,210 EAST TOWER PARK DR,WATERLOO,50702,"210 EAST TOWER PARK DR
WATERLOO 50702
(42.456362, -92.352552)",7.0,Black Hawk,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64868,Fireball Cinnamon Whiskey,6,1750,$15.33,$23.00,90,$2070.00,157.5,41.61
2253,S16499000004,12/26/2013,4077,Xo Food And Liquor,428 FRANKLIN ST,WATERLOO,50703,"428 FRANKLIN ST
WATERLOO 50703
(42.501601, -92.334639)",7.0,Black Hawk,1051010.0,AMERICAN GRAPE BRANDIES,115,"Constellation Wine Company, Inc.",53213,Paul Masson Grande Amber Brandy,24,200,$1.78,$2.67,48,$128.16,9.6,2.54
2254,S09731900057,12/27/2012,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",82.0,Scott,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,420,"Moet Hennessy USA, Inc.",65127,Grand Marnier Cordon Rouge,12,1000,$25.54,$38.31,12,$459.72,12.0,3.17
2255,S09956800084,01/15/2013,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,"1745 MADISON AVE
COUNCIL BLUFFS 51503
(41.242732, -95.825137)",78.0,Pottawattamie,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19474,Maker's Mark,12,375,$7.85,$11.78,4,$47.12,1.5,0.4
2256,S13512500014,07/23/2013,4398,KUM & GO #4786 / BELMOND,112 RIVER AVE S,BELMOND,50421,"112 RIVER AVE S
BELMOND 50421
(42.84533, -93.616822)",99.0,Wright,1081900.0,MISC. AMERICAN CORDIALS & LIQUEURS,322,Prestige Wine and Spirits Group,75212,Kinky Blue Mini,6,500,$4.96,$7.44,3,$22.32,1.5,0.4
2257,S22158700028,11/04/2014,4878,Shortee's Pit Stop,"215, S RERICK AVE",PRIMGHAR,51245,"215, S RERICK AVE
PRIMGHAR 51245
(43.08534, -95.624303)",71.0,O'Brien,1012100.0,CANADIAN WHISKIES,260,Diageo Americas,11290,Crown Royal Canadian Whisky Mini,10,300,$7.35,$11.03,1,$11.03,0.3,0.08
2258,S16022200008,12/02/2013,4396,"Trunck's Country Foods, INC.",606 GRUNDY AVE,REINBECK,50669,"606 GRUNDY AVE
REINBECK 50669
(42.325703, -92.601293)",38.0,Grundy,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,$6.75,$10.13,12,$121.56,9.0,2.38
2259,S19974000051,07/08/2014,2228,Rodgers Spirits and More,53 GREEN ST,WINTERSET,50273,"53 GREEN ST
WINTERSET 50273
(41.336404, -94.014003)",61.0,Madison,1032080.0,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34422,Grey Goose Vodka,6,1000,$22.00,$33.00,1,$33.00,1.0,0.26
2260,S04554600028,03/14/2012,3735,C B Liquor,1202 A AVE EAST,OSKALOOSA,52577,"1202 A AVE EAST
OSKALOOSA 52577
(41.296286, -92.631487)",10.0,Buchanan,1011100.0,BLENDED WHISKIES,260,Diageo Americas,25616,Seagrams 7 Crown Pet Flask,12,750,$6.53,$9.79,12,$117.48,9.0,2.38
2261,S20193400030,07/23/2014,3632,Wal-Mart 2004 / Dubuque,4200 DODGE ST,DUBUQUE,52003,"4200 DODGE ST
DUBUQUE 52003
(42.489025, -90.73695)",31.0,Dubuque,1011100.0,BLENDED WHISKIES,65,Jim Beam Brands,24456,Kessler Blend Whiskey,12,750,$5.51,$8.26,12,$99.12,9.0,2.38
2262,S27831100025,09/10/2015,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,"901 SOUTH 4TH ST
CLINTON 52732
(41.836268, -90.193205)",23.0,Clinton,1051010.0,AMERICAN GRAPE BRANDIES,85,Brown-Forman Corporation,52806,Korbel Brandy,12,750,$6.66,$9.99,12,$119.88,9.0,2.38
2263,S25773900004,05/21/2015,4787,Guppy's On The Go Swisher,2722 NE 120TH ST,SWISHER,52338,"2722 NE 120TH ST
SWISHER 52338
(41.847872, -91.663265)",52.0,Johnson,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,$5.23,$7.85,24,$188.40,18.0,4.76
2264,S20178000018,07/17/2014,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358191, -93.55329)",91.0,Warren,1032200.0,IMPORTED VODKA - MISC,260,Diageo Americas,34449,Ketel One Citroen,12,750,$14.00,$20.99,2,$41.98,1.5,0.4
2265,S22660900059,12/01/2014,2539,Hy-Vee Food Store / iowa Falls,HIGHWAY 65 SOUTH,IOWA FALLS,50126,"HIGHWAY 65 SOUTH
IOWA FALLS 50126
",42.0,Hardin,1081315.0,CINNAMON SCHNAPPS,65,Jim Beam Brands,82610,Dekuyper Hot Damn!,12,1000,$7.62,$11.43,12,$137.16,12.0,3.17
2266,S04344100027,03/01/2012,2510,Hy-Vee Drugstore #3 / Cedar Rapids,2405 MT VERNON RD SE,CEDAR RAPIDS,52403,"2405 MT VERNON RD SE
CEDAR RAPIDS 52403
(41.976952, -91.632647)",57.0,Linn,1032080.0,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34003,Absolut Swedish Vodka 80 Prf,24,200,$3.40,$5.10,2,$10.20,0.4,0.11
2267,S18545600005,04/22/2014,3830,Wal-Mart 1435 / Creston,806 LAUREL ST,CRESTON,50801,"806 LAUREL ST
CRESTON 50801
(41.047716, -94.372142)",88.0,Union,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,$18.09,$27.14,6,$162.84,4.5,1.19
2268,S14812800022,09/26/2013,3769,Wal-Mart 0753 / Cedar Fall,525 BRANDILYNN BLVD,CEDAR FALLS,50613,"525 BRANDILYNN BLVD
CEDAR FALLS 50613
(42.485041, -92.440301)",7.0,Black Hawk,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43036,Bacardi Gold Rum,12,750,$7.53,$11.30,12,$135.60,9.0,2.38
2269,S24542000013,03/16/2015,3400,Last Stop Beverage Shop,2839 E. UNIVERSITY,DES MOINES,50317,"2839 E. UNIVERSITY
DES MOINES 50317
(41.600475, -93.561744)",77.0,Polk,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11786,Black Velvet Traveler,12,750,$5.23,$7.85,12,$94.20,9.0,2.38
2270,S21339600011,09/22/2014,2591,Hy-Vee Wine and Spirits / Atlantic,1602 E. 7TH ST.,ATLANTIC,50022,"1602 E. 7TH ST.
ATLANTIC 50022
(41.403856, -94.990031)",15.0,Cass,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,$6.63,$9.95,12,$119.40,12.0,3.17
2271,S13536700004,07/24/2013,2238,Adventureland Inn,3200 Adventureland Dr,ALTOONA,50009,"3200 Adventureland Dr
ALTOONA 50009
(41.658538, -93.497258)",77.0,Polk,1031200.0,VODKA FLAVORED,260,Diageo Americas,40976,Smirnoff Cherry Vodka,12,750,$8.25,$12.37,12,$148.44,9.0,2.38
2272,S14501900027,09/11/2013,3950,Hometown Foods / State Center,120 E MAIN ST,STATE CENTER,50247,"120 E MAIN ST
STATE CENTER 50247
(42.016841, -93.162378)",48.0,Iowa,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19068,Jim Beam,6,1750,$19.42,$29.14,2,$58.28,3.5,0.92
2273,S08436700068,10/18/2012,4483,Sauce,108 E COLLEGE,IOWA CITY,52240,"108 E COLLEGE
IOWA CITY 52240
(41.658979, -91.533522)",52.0,Johnson,1081600.0,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86887,Southern Comfort,12,1000,$11.82,$17.74,12,$212.88,12.0,3.17
2274,S16533200004,12/27/2013,3740,Hometown Foods / Waterloo,1010 E MITCHELL AVE,WATERLOO,50702,"1010 E MITCHELL AVE
WATERLOO 50702
(42.476639, -92.343118)",7.0,Black Hawk,1031080.0,VODKA 80 PROOF,434,Luxco-St Louis,36306,Hawkeye Vodka,12,750,$3.34,$5.01,12,$60.12,9.0,2.38
2275,S13152300015,07/03/2013,4593,The Cue Liquors,1404 MAIN ST,ROCK VALLEY,51247,"1404 MAIN ST
ROCK VALLEY 51247
(43.204363, -96.294873)",84.0,Sioux,1022100.0,TEQUILA,395,Proximo,89197,Jose Cuervo Especial Reposado Tequila,12,1000,$12.50,$18.74,6,$112.44,6.0,1.59
2276,S09467300015,12/13/2012,4176,Todds On The Go,235 EDGEWOOD RD NE,CEDAR RAPIDS,52405,"235 EDGEWOOD RD NE
CEDAR RAPIDS 52405
",57.0,Linn,1062310.0,SPICED RUM,260,Diageo Americas,43336,Captain Morgan Original Spiced,12,750,$8.25,$12.49,12,$149.88,9.0,2.38
2277,S08367000036,10/16/2012,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,"901 SOUTH 4TH ST
CLINTON 52732
(41.836268, -90.193205)",23.0,Clinton,1071100.0,AMERICAN COCKTAILS,330,Gemini Spirits,62420,Margaritaville Skinny Margarita,6,1750,$6.01,$9.52,6,$57.12,10.5,2.77
2278,S03694200017,01/23/2012,4209,Wal-Mart 5748 / Grimes,2150 EAST 1ST ST,GRIMES,50111,"2150 EAST 1ST ST
GRIMES 50111
(41.688335, -93.771771)",77.0,Polk,1062310.0,SPICED RUM,240,"WILLIAM GRANT AND SONS, INC.",45886,Sailor Jerry Spiced Navy Rum,12,750,$7.41,$11.62,12,$139.44,9.0,2.38
2279,S09541300107,12/19/2012,3911,"Burg Spirits, Llc.",813 1/2 HIGHLAND ST,WILLIAMSBURG,52361,"813 1/2 HIGHLAND ST
WILLIAMSBURG 52361
(41.673742, -92.007451)",48.0,Iowa,1081240.0,GREEN CREME DE MENTHE,434,Luxco-St Louis,79336,Paramount Creme De Menthe/green,12,750,$4.65,$6.97,3,$20.91,2.25,0.59
2280,S05217900007,04/25/2012,3621,"Jensen Liquors, Ltd.",615  2ND AVE,SHELDON,51201,"615 2ND AVE
SHELDON 51201
(43.18463, -95.854736)",71.0,O'Brien,1031200.0,VODKA FLAVORED,260,Diageo Americas,41076,Jeremiah Weed Sweet Tea Vodka,12,750,$9.46,$14.20,12,$170.40,9.0,2.38
2281,S14582900020,09/16/2013,2582,Hy-Vee #2 Food Store / Mason City,551 S ILLINOIS AVE,MASON CITY,50401,"551 S ILLINOIS AVE
MASON CITY 50401
(43.14623, -93.17114)",17.0,Cerro Gordo,1031080.0,VODKA 80 PROOF,259,Heaven Hill Brands,35416,Burnett's Vodka 80 Prf,12,750,$4.83,$7.25,12,$87.00,9.0,2.38
2282,S21825000002,10/16/2014,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,"724 1ST ST E
MT VERNON 52314
(41.91776, -91.410151)",57.0,Linn,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,$6.75,$10.13,12,$121.56,9.0,2.38
2283,S24553800020,03/17/2015,4025,Karam Kaur Khasriya Llc,702 13TH ST,BELLE PLAINE,52208,"702 13TH ST
BELLE PLAINE 52208
(41.897052, -92.277759)",6.0,Benton,1012300.0,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15626,Jameson,12,750,$14.49,$21.74,2,$43.48,1.5,0.4
2284,S08123400030,10/04/2012,4297,Discount Liquor / Cedar Rapids,2933  1ST AVE SE,CEDAR RAPIDS,52402,"2933 1ST AVE SE
CEDAR RAPIDS 52402
(42.006539, -91.634855)",57.0,Linn,1062310.0,SPICED RUM,260,Diageo Americas,43336,Captain Morgan Original Spiced,12,750,$8.25,$12.49,12,$149.88,9.0,2.38
2285,S28242200075,10/05/2015,3385,Sam's Club 8162 / Cedar Rapids,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,"2605 BLAIRS FERRY RD NE
CEDAR RAPIDS 52402
(42.034737, -91.679406)",57.0,Linn,1031080.0,VODKA 80 PROOF,55,Sazerac North America,37938,Skol Vodka,6,1750,$7.11,$10.67,6,$64.02,10.5,2.77
2286,S27229700013,08/10/2015,5128,Price Chopper  /  Beaver,1819 BEAVER AVE,DES MOINES,50310,"1819 BEAVER AVE
DES MOINES 50310
(41.610526, -93.672697)",77.0,Polk,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,$5.23,$7.85,12,$94.20,9.0,2.38
2287,S28464800025,10/14/2015,5017,Lansing IGA,417 MAIN ST,LANSING,52151,"417 MAIN ST
LANSING 52151
(43.36182, -91.219222)",3.0,Allamakee,1031080.0,VODKA 80 PROOF,260,Diageo Americas,37414,Popov Vodka 80 Prf,24,375,$3.00,$4.50,5,$22.50,1.88,0.5
2288,S20705900070,08/18/2014,2539,Hy-Vee Food Store / iowa Falls,HIGHWAY 65 SOUTH,IOWA FALLS,50126,"HIGHWAY 65 SOUTH
IOWA FALLS 50126
",42.0,Hardin,1011200.0,STRAIGHT BOURBON WHISKIES,85,Brown-Forman Corporation,17826,Early Times 36 Mo Ky Str Bourbon,12,750,$6.47,$9.71,1,$9.71,0.75,0.2
2289,S07205200018,08/21/2012,2507,Hy-Vee Food Store #1 / Burlington,939 ANGULAR,BURLINGTON,52601,"939 ANGULAR
BURLINGTON 52601
(40.801819, -91.111219)",29.0,Des Moines,1032080.0,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34433,Grey Goose Vodka,12,750,$17.97,$26.96,3,$80.88,2.25,0.59
2290,S14766100012,09/25/2013,4710,Walgreens #09708 / Dubuque,55 JOHN F KENNEDY RD,DUBUQUE,52002,"55 JOHN F KENNEDY RD
DUBUQUE 52002
(42.493351, -90.715654)",31.0,Dubuque,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,$4.83,$7.44,12,$89.28,9.0,2.38
2291,S09135300015,11/26/2012,2515,Hy-Vee Food Store #1 / Mason City,2400 4TH ST SW,MASON CITY,50401,"2400 4TH ST SW
MASON CITY 50401
(43.148446, -93.236556)",17.0,Cerro Gordo,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45248,Paramount Gold Rum,6,1750,$7.58,$11.37,6,$68.22,10.5,2.77
2292,S07089300196,08/14/2012,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,"3140 AGENCY
BURLINGTON 52601
(40.814689, -91.137509)",29.0,Des Moines,1071100.0,AMERICAN COCKTAILS,260,Diageo Americas,63792,Tgif On The Rocks Pina Colada,12,750,$3.82,$5.73,6,$34.38,4.5,1.19
2293,S23040700158,12/18/2014,2561,Hy-Vee Food Store / Fleur / DSM,4605 FLEUR DRIVE,DES MOINES,50321,"4605 FLEUR DRIVE
DES MOINES 50321
(41.542816, -93.644943)",77.0,Polk,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,410,The Patron Spirits Company,64736,Citronge,12,750,$13.75,$20.63,3,$61.89,2.25,0.59
2294,S19207200150,05/28/2014,3495,Great Pastimes,228 N MAIN ST,MONTICELLO,52310,"228 N MAIN ST
MONTICELLO 52310
(42.240132, -91.183413)",53.0,Jones,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43124,Bacardi Superior Rum,24,375,$4.50,$6.75,3,$20.25,1.12,0.3
2295,S28666800019,10/26/2015,2662,Hy-Vee Wine & Spirits / Muscatine,"522 MULBERRY, SUITE A",MUSCATINE,52761,"522 MULBERRY, SUITE A
MUSCATINE 52761
",70.0,Muscatine,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64866,Fireball Cinnamon Whiskey,12,750,$8.98,$13.47,12,$161.64,9.0,2.38
